time,text,Sentiment
02:50:24,TMZ #MajorCrimes,1
02:50:27,RT @Jenlynn219: Why do these Assistant Chiefs always think they know more than Raydor? HELLO welcome to the Darth side boo! drink the koo-l…,1
02:50:28,Kool https://t.co/U0oZaQP14H,0
02:50:29,"RT @AShippersLife: 💜 We’re always on the 😍 search for shots of the #Shandy wedding rings, but in the Sharon/Provenza scene the zoom to her…",1
02:50:33,Sharon the Big Cheese. #MajorCrimes,1
02:50:34,She always talks to people who outrank her like that tho #majorcrimes,0
02:50:42,"RT @AShippersLife: 💜 We’re always on the 😍 search for shots of the #Shandy wedding rings, but in the Sharon/Provenza scene the zoom to her…",1
02:50:52,"RT @MajorCrimesSMC: The 100th Episode of #MajorCrimes starts NOW!!!! 
Tuesday, December 19th
9pm ET on TNT
Followed by a 2nd all new episod…",0
02:51:06,Just because you have unlimited amount of money and it doesn't give you any right to grope or molest or rape anyone! #MajorCrimes,1
02:51:13,RT @AShippersLife: #MajorCrimes Live FB Chat: Duff states tonight's 2-parter will be an emotional journey with next week's 2-parter dealing…,0
02:51:18,Another rape victim show up at the precinct.  #MajorCrimes,1
02:51:27,"RT @MaryFreakingMcD: Tonight TWO episodes of #MajorCrimes are airing. US Americans you might wanna try to watch live to avoid spoilers. 
TN…",0
02:51:41,RT @Kunigunde12: #savemajorcrimes @CBS @CBSTweet @cbstv @amazon @AmazonVideo @warnerbrostv @EpixHD @epixpress https://t.co/4at7BJBfZl,0
02:51:42,@MajorCrimesTNT What a beautiful tribute to the fans of #MajorCrimes 👏👏,1
02:51:48,@MajorCrimesTNT #MajorCrimes @MajorCrimesTV Get it girl.,1
02:51:51,RT @ilonarcari: #MajorCrimes I'm here. Not ready but here. Let's do it.,0
02:51:52,So is the Mrs or the son the killer? 🤔 #MajorCrimes,1
02:51:54,RT @tlselle72: Just because you have unlimited amount of money and it doesn't give you any right to grope or molest or rape anyone! #MajorC…,1
02:51:57,YES THIS IS MY SHARON I AM SO HAPPY #majorcrimes,1
02:51:57,Sharon!!!!  #MajorCrimes,1
02:52:07,Sharon gives no fucks and I love it!!!!! 👏🏾👏🏾👏🏾 #MajorCrimes .@MaryMcDonnell10,1
02:52:12,"""What a shock!"" - Lt. Provenza #MajorCrimes",0
02:52:15,"RT @patty_felg: #MajorCrimes 
#ConspiracyTheory3 #ConspiracyTheory4   Both episodes - Today Tuesday December 19th  
Part 3: 9/8c  Part 4: 1…",0
02:52:22,Get 'em girl. Yeah!  @MajorCrimesTNT #MajorCrimes @MaryMcDonnell10,1
02:52:26,#MajorCrimes She's no longer interested in the uglier side of the male ego. 👍,1
02:52:26,Savage Sharon is BACK!! 🙌🏼 #MajorCrimes,1
02:52:27,RT @AwesomeMartiniG: Sharon the Big Cheese. #MajorCrimes,1
02:52:34,RT @sarking: YES THIS IS MY SHARON I AM SO HAPPY #majorcrimes,1
02:52:34,RT @HessThe: @MajorCrimesTNT #MajorCrimes @MajorCrimesTV Get it girl.,1
02:52:34,Hey Mason… You just got Darthed. #ThatsOurDarth #MajorCrimes #DarthForever,0
02:52:45,Darth Raydor is back! #MajorCrimes,0
02:52:47,RT @SassyDNichelle: Got ‘em! You go Sharon! #MajorCrimes,0
02:52:54,"Oh hello again, Sharon Raydor. It’s good to see you again. #majorcrimes",1
02:53:10,"RT @MajorCrimesHQ: ""What a shock!"" - Lt. Provenza #MajorCrimes",0
02:53:12,RT @sarking: YES THIS IS MY SHARON I AM SO HAPPY #majorcrimes,1
02:53:23,"Preach, Commander Raydor! 🙌 @MaryMcDonnell10 #MajorCrimes",1
02:53:24,RT @Jenlynn219: Hey Mason… You just got Darthed. #ThatsOurDarth #MajorCrimes #DarthForever,0
02:53:24,"RT @pineapplecakes: Oh hello again, Sharon Raydor. It’s good to see you again. #majorcrimes",1
02:53:26,"the wife killed the victims. #MajorCrimes",0
02:53:29,"RT @MajorCrimesHQ: Preach, Commander Raydor! 🙌 @MaryMcDonnell10 #MajorCrimes",1
02:53:29,"💜 Chief Mason, meet #DarthRaydor! BOOM!!

#MajorCrimes @MaryMcDonnell10 @_LeonardRoberts",1
02:53:32,"RT @MajorCrimesHQ: ""What a shock!"" - Lt. Provenza #MajorCrimes",0
02:53:50,"RT @MajorCrimesTNT: To honor the 100th episode tonight, the cast of #MajorCrimes celebrated 100 of your amazing comments! Thank you to all…",1
02:53:51,"RT @MajorCrimesHQ: Preach, Commander Raydor! 🙌 @MaryMcDonnell10 #MajorCrimes",1
02:53:51,“I have a history of doing my job while dealing with the uglier side of the male ego and I’m no longer interested i… https://t.co/0MeEWAVSSB,0
02:53:53,"RT @AShippersLife: 💜 Chief Mason, meet #DarthRaydor! BOOM!!

#MajorCrimes @MaryMcDonnell10 @_LeonardRoberts",1
02:53:57,"Go Sharon! Taking on Mason. But in a calmer manner, please for your heart’s sake 🙏 #MajorCrimes #CmdrSharonRaydor @MaryMcDonnell10",1
02:53:59,#SaveMajorCrimes https://t.co/dPXwpP5KXV,0
02:54:01,#MajorCrimes and the tidal wave begins!,1
02:54:03,"Chief Mason just got schooled by Raydor, love it!!
@MaryMcDonnell10
#MajorCrimes https://t.co/9WyPNoJFZJ",1
02:54:04,RT @MajorCrimesHQ: Lt. Provenza's print jar still in business! 😂 #MajorCrimes,0
02:54:08,RT @MajorCrimesHQ: Hello Gus! @Rene_Rosado #MajorCrimes,1
02:54:09,@MajorCrimesTNT #MajorCrimes @MajorCrimesTV Listen to the phones!!!,0
02:54:21,I'm with you on that https://t.co/tko0KvRlIO,0
02:54:22,RT @BethMcKeeman: Not sure what I’m gonna do once #majorcrimes wraps. Anticipating some serious @RealTonyDenison &amp; @MaryMcDonnell10 withdra…,0
02:54:29,And now the victims come pouring in! #MajorCrimes,0
02:54:34,"RT @2KllMckngBrd: the wife killed the victims. #MajorCrimes",0
02:54:40,Sharon is awfully full of vinegar today! #MajorCrimes,0
02:54:43,"""Now that we know who did it, we will solve it.... eventually"" Mike, you got that part right. #MajorCrimes",1
02:54:48,RT @mindthebat: “I have a history of doing my job while dealing with the uglier side of the male ego and I’m no longer interested in doing…,0
02:55:00,"Chief Mason just got schooled by Raydor, love it!!
@MaryMcDonnell10
#MajorCrimes #DarthRaydor https://t.co/KKyuxBuJ1u",1
02:55:09,I don’t care about anything Sharon Raydor literally just told a superior officer to go get fucked just like Old Times #majorcrimes,0
02:55:09,This is probably every woman who ever worked in any place on this planet. #MajorCrimes https://t.co/k60Hbydrni,0
02:55:13,"RT @coulocl13: Go Sharon! Taking on Mason. But in a calmer manner, please for your heart’s sake 🙏 #MajorCrimes #CmdrSharonRaydor @MaryMcDon…",1
02:55:15,RT @RealStefanieW: Don't miss #MajorCrimes Conspiracy Theory part 3/4 Tuesday December 19th 9/8c TNT We're celebrating the 💯 episode too 🙌…,1
02:55:19,Who is the actress playing Dr Landon's wife? #MajorCrimes,1
02:55:44,#MajorCrimes has been prescient this season. This is amazing. How could they have known?,1
02:55:49,"#MajorCrimes falling in same trap ALL procedurals, no matter format/subj, do. It's always the well known/recognizable stars that 'dun it'.",1
02:55:59,"Sharon please calm down before your heart freaks out, you get a shock and you’re blasted clear across the other sid… https://t.co/9fomIjYiLC",1
02:56:10,RT @SunnyShari: Agreed! Beautiful scenes. I can't control all these emotions. #savemajorcrimes @CBS @CBSTweet @CBSTVStudios @warnerbrostv @…,0
02:56:23,☎ start ringing after Dr. London rapist Info out in the media. #MajorCrimes,1
02:56:31,"RT @AShippersLife: 💜 Chief Mason, meet #DarthRaydor! BOOM!!

#MajorCrimes @MaryMcDonnell10 @_LeonardRoberts",1
02:56:56,RT @mindthebat: “I have a history of doing my job while dealing with the uglier side of the male ego and I’m no longer interested in doing…,0
02:57:03,"RT @ReneeNWhitfield: Chief Mason just got schooled by Raydor, love it!!
@MaryMcDonnell10
#MajorCrimes #DarthRaydor https://t.co/KKyuxBuJ1u",1
02:57:05,"Back to back #MajorCrimes is exactly what I needed today. Let's get this son of a b*tch!! 
@MajorCrimesTNT 👮🏽‍♀️👮‍♀️👮🏽‍♂️",0
02:57:14,"RT @AShippersLife: 💜 While part of us loves seeing Sharon look like her old self &amp; in command, we know it’s her being in denial. And the mo…",1
02:57:18,MY SKIN IS CLEAR MY CROPS ARE WATERED OR HOWEVER THE FUCK THIS MEME GOES MY SHAROOOOON #majorcrimes,1
02:57:18,"RT @AShippersLife: 💜 Chief Mason, meet #DarthRaydor! BOOM!!

#MajorCrimes @MaryMcDonnell10 @_LeonardRoberts",1
02:57:24,"RT @MajorCrimesHQ: Preach, Commander Raydor! 🙌 @MaryMcDonnell10 #MajorCrimes",1
02:57:24,RT @SunnyShari: Agreed! Beautiful scenes. I can't control all these emotions. #savemajorcrimes @CBS @CBSTweet @CBSTVStudios @warnerbrostv @…,0
02:57:26,"RT @MajorCrimesSMC: The 100th Episode of #MajorCrimes starts NOW!!!! 
Tuesday, December 19th
9pm ET on TNT
Followed by a 2nd all new episod…",0
02:57:28,RT @sarking: MY SKIN IS CLEAR MY CROPS ARE WATERED OR HOWEVER THE FUCK THIS MEME GOES MY SHAROOOOON #majorcrimes,1
02:57:35,"RT @ReneeNWhitfield: Chief Mason just got schooled by Raydor, love it!!
@MaryMcDonnell10
#MajorCrimes #DarthRaydor https://t.co/KKyuxBuJ1u",1
02:57:35,"RT @2KllMckngBrd: the wife killed the victims. #MajorCrimes",0
02:57:35,RT @cmcgeesmith: Sorry I can't watch with you all tonight but 2 hrs sleep and a full day of work is not a good look🤣🤣 Enjoy the shows &amp; the…,0
02:57:38,RT @SunnyShari: #savemajorcrimes @CBS @CBSTweet @CBSTVStudios @warnerbrostv @EpixHD https://t.co/J4oeickZUD,0
02:57:40,RT @dinoroc74: For the next several hours this is what I'll be doing...All 4 Episodes of 'Conspiracy Theory back-to-back-to-back-to-back! #…,0
02:57:43,"RT @pineapplecakes: Oh hello again, Sharon Raydor. It’s good to see you again. #majorcrimes",1
02:57:44,#MajorCrimes @MaryMcDonnell10 how I felt watching the exchange between Mason and Sharon https://t.co/vG9XxOcGHc,1
02:57:45,#MajorCrimes Brenda is that you????,1
02:57:47,RT @RealTonyDenison: Tune in tonight - back to back #MajorCrimes episodes ! Double the #Shandy Double the Drama,0
02:57:49,Sharon and Louie: so adorable and sweet. #MajorCrimes #SaveMajorCrimes,1
02:58:02,"I mean, last time we saw old Sharon, she promptly collapsed, but still, let me have my brief joy. #majorcrimes",0
02:58:10,RT @mindthebat: “I have a history of doing my job while dealing with the uglier side of the male ego and I’m no longer interested in doing…,0
02:58:26,RT @cher221: Sharon and Louie: so adorable and sweet. #MajorCrimes #SaveMajorCrimes,1
02:58:28,RT @martulihan: #savemajorcrimes #saverustybeck! @WBHomeEnt @CBS @amazon @EpixHD https://t.co/vgkq9kxXGQ,0
02:58:33,"And 'lo, behold the field in which Sharon Raydor has sown her fucks. Gaze upon it, and see that it is barren. #MajorCrimes @MajorCrimesTNT",1
02:58:51,RT @RealTonyDenison: Tune in tonight - back to back #MajorCrimes episodes ! Double the #Shandy Double the Drama,0
02:58:52,Is anyone else just waiting for Sharon to say Sharon Flynn  or us it just me. #MajorCrimes @MajorCrimesHQ,1
02:58:53,RT @mindthebat: “I have a history of doing my job while dealing with the uglier side of the male ego and I’m no longer interested in doing…,0
02:58:54,RT @ilonarcari: Julio scaring the guy while jiggling the handcuffs is the funniest! #MajorCrimes,1
02:59:04,RT @ReneeNWhitfield: #MajorCrimes Sharon blowing off her doc after a pacemaker was put in. Wow...,0
02:59:19,I’m making this quote into a graphic. https://t.co/5Uc4UwpCaz,0
02:59:23,"RT @MajorCrimesTNT: To honor the 100th episode tonight, the cast of #MajorCrimes celebrated 100 of your amazing comments! Thank you to all…",1
02:59:27,"RT @MajorCrimesTNT: To honor the 100th episode tonight, the cast of #MajorCrimes celebrated 100 of your amazing comments! Thank you to all…",1
02:59:46,"RT @RadkaRuseva: Nope. We're not changing the channel. Yeah I know that episode of #MajorCrimes by heart. So what?
@WarnerBrosEnt @CBSTweet…",1
02:59:55,Hey it's you!! @nolanfunk in #MajorCrimes as the son of the alleged rapist! Been awhile since #Awkward #Arrow… https://t.co/MZZ60UReg3,0
03:00:15,SUSPENDERS!!!!  #MajorCrimes #FlynnGirls,1
03:00:16,When both you and @Jenlynn219 yell about the suspenders at the same time 😂 #FlynnGirls #MajorCrimes,1
03:00:18,Time for the next epi! 😬😬😬😬😬 #MajorCrimes,1
03:00:49,"We are painfully the same, and I think we damaged @kate04us ’s ears! hahaha! https://t.co/lPur8999RR",0
03:00:59,@monitor_sur @Variety #LookingForNews&gt;&gt;&gt; VARIETY #MajorCrimes creator reflects on the 100th episode… https://t.co/CgSRHNbI5Z,1
03:01:00,RT @Jenlynn219: SUSPENDERS!!!!  #MajorCrimes #FlynnGirls,1
03:01:00,RT @SassyDNichelle: Time for the next epi! 😬😬😬😬😬 #MajorCrimes,1
03:01:03,sharon raydor showed up in all black for your fucking funeral. #majorcrimes,0
03:01:11,"Oh jesus fuck, I called that. #majorcrimes",0
03:01:12,"I’d say that you guys are killing me, but I’m already dead, so that’s not possible. https://t.co/AGUajm2VRL",0
03:01:13,NOOOOO!!!! #MajorCrimes,1
03:01:14,Thank god this is back to back. I couldn’t take another fade to black like this with a week to wait. #MajorCrimes #DarthForever,0
03:01:14,So... it IS the son (or the wife ...methinks it's the son) #MajorCrimes https://t.co/ibBm9jvQqK,1
03:01:21,I am going to miss this show so much! #MajorCrimes https://t.co/sVKOmhDX0z,0
03:01:24,No no no you cannot end an episode like that! #MajorCrimes That is against the rules!,1
03:01:24,Omg Sharon #MajorCrimes,1
03:01:33,@MajorCrimesTNT #MajorCrimes @MajorCrimesTV Yeah..thanks..I HATE cliffhangers,0
03:01:34,RT @Jenlynn219: SUSPENDERS!!!!  #MajorCrimes #FlynnGirls,1
03:01:35,the rapist is dead???? #MajorCrimes https://t.co/0KHZ85IzkD,0
03:01:42,Oh no! #MajorCrimes,0
03:01:46,WELL NOW I'M GLAD FOR THE SCHEDULE CHANGE #majorcrimes,1
03:01:48,I'm glad the next episode is NOW.  @MajorCrimesTNT  #MajorCrimes,1
03:02:00,Oh God. Oh God .     #MajorCrimes,1
03:02:03,RT @MajorCrimesTNT: Her team is worried about her. We're all worried about her. Tune in tonight for the 100th episode of #MajorCrimes. http…,0
03:02:05,Oh dammit! What an ending of 100th episode of #MajorCrimes,0
03:02:05,#majorcrimes !!! Ahhhhh!!!,1
03:02:15,That ending😢😲 #MajorCrimes,1
03:02:17,. Exactly what I think #MajorCrimes https://t.co/EhjGgPfe9J,0
03:02:17,"#MajorCrimes Oh no, Sharon!! 😲",0
03:02:18,Uh oh! Oh no! 😱 #MajorCrimes,0
03:02:18,"💜 YES!! Andy said “dirt bag”!! Thank you for the comfort! (is it weird we find that comforting??)

#MajorCrimes… https://t.co/kVLA9fvAmf",1
03:02:18,OMG this ending! Lord have mercy! #MajorCrimes,0
03:02:29,"YEAH 
FOR REAL https://t.co/Khe6c5Pk7x",0
03:02:31,"RT @AShippersLife: 💜 YES!! Andy said “dirt bag”!! Thank you for the comfort! (is it weird we find that comforting??)

#MajorCrimes #Shandy…",1
03:02:37,That doctor has impeccable timing. #MajorCrimes,1
03:02:38,Conspiracy Theory: Part 4 starts NOW! #MajorCrimes,0
03:02:39,That was absolutely well done @staceykblack perfect job! You rocked it! #MajorCrimes #MajorCrimes100,1
03:02:40,Watching back to back episodes of #MajorCrimes in reverse order,0
03:02:43,Thank gods for back to back episodes #MajorCrimes,0
03:02:52,RT @MajorCrimesHQ: Uh oh! Oh no! 😱 #MajorCrimes,0
03:02:54,RT @MajorCrimesHQ: Conspiracy Theory: Part 4 starts NOW! #MajorCrimes,0
03:02:58,I'm so glad we don't have to wait a week for the conclusion!!! 😢😭😢😭😢😭😢😭😢 OMG!!! @MajorCrimesTNT #MajorCrimes,0
03:03:11,Sharon please rest 😪 #MajorCrimes,1
03:03:19,RT @AmericanCFLFan: Watching back to back episodes of #MajorCrimes in reverse order,0
03:03:31,RT @Jenlynn219: That was absolutely well done @staceykblack perfect job! You rocked it! #MajorCrimes #MajorCrimes100,1
03:03:33,RT @Jenlynn219: That was absolutely well done @staceykblack perfect job! You rocked it! #MajorCrimes #MajorCrimes100,1
03:03:35,RT @MajorCrimesHQ: Conspiracy Theory: Part 4 starts NOW! #MajorCrimes,0
03:03:36,I hate that this is the final season of #MajorCrimes,0
03:03:43,RT @JA_Hazel: OMG this ending! Lord have mercy! #MajorCrimes,0
03:03:43,"Okay that was freaky, having your doctor call you to go to the hospital because the 💩 is hitting the fan!! #MajorCrimes",0
03:03:53,"#MajorCrimes Andy taking care of Sharon's kids. We met Andy's daughter once, will she ever come back and meet her new step-sibs?",1
03:03:54,Whoa Commander's having a heart attack and she knew before having chest pain thanks to the micro pacemaker alerting… https://t.co/ycZ9DC4680,0
03:04:03,@MajorCrimesTNT #MajorCrimes @MajorCrimesTV  Heart transplant....that is months of recovery.,0
03:04:08,lmao and just like that sharon is back to being Andy’s Wife and Rusty’s Mother. i’m fucking steaming #majorcrimes,0
03:04:12,Damn you #MajorCrimes. You made me love Sharon when it was so easy to hate her in the #TheCloser.,1
03:04:15,and all the #MajorCrimes fans are completely and totally freaking out...probably a good idea to let the evening end with this cliffhanger,1
03:04:20,RT @MajorCrimesHQ: Conspiracy Theory: Part 4 starts NOW! #MajorCrimes,0
03:04:35,RT @MajorCrimesHQ: Conspiracy Theory: Part 4 starts NOW! #MajorCrimes,0
03:04:46,#MajorCrimes Andy looks like hell after that doc's briefing. @RealTonyDenison,0
03:04:50,That bathrobe reminds me of Andys #Shandy #MajorCrimes,1
03:04:57,Stressing me out!!! 😱😱😱 #MajorCrimes @RealTonyDenison @MaryMcDonnell10 @MajorCrimesTNT,1
03:04:58,Rusty and Gus need to get their fucking shit together. #MajorCrimes,0
03:05:03,Heart transplant 😱😭 #MajorCrimes,0
03:05:04,How about this?  Phillip Storh gets got by the #MajorCrimes squad and Sharon gets his still beating heart after he's brain dead.,1
03:05:15,"#MajorCrimes Ah, workaholics. #DarthRaydor",1
03:05:19,RT @MajorCrimesHQ: Heart transplant 😱😭 #MajorCrimes,0
03:05:19,I say it's the wife or the son who killed him. @MajorCrimesTNT  #MajorCrimes,1
03:05:32,#MajorCrimes Retirement...,1
03:05:34,"RT @MarkDeklin: What fun I had playing with this talented gang of thugs...

@MajorCrimesTNT #MajorCrimes https://t.co/WOAQcvT2pZ",1
03:05:36,Get her something else to think about... eh... Sharon #MajorCrimes,0
03:06:02,"Thank you, #MajorCrimes, for showing both episodes tonight and not having to wait a whole week after that last scene. @MajorCrimesTNT",0
03:06:24,@MajorCrimesTNT #MajorCrimes @MajorCrimesTV Nay..heart failure is not serious...SMH,0
03:06:30,"""Oh, I don't think serious is the right word."" lolsob. #majorcrimes",1
03:06:37,"RT @ReneeNWhitfield: Thank you for a much needed smile! @MaryMcDonnell10 
#MajorCrimes #Happy100 #SharonRaydor https://t.co/MbDTYsfxEN",0
03:06:56,#MajorCrimes Morales cares! C'mon Louie! @JonathanDelArco @GWBailey2,1
03:07:00,"#MajorCrimes Retirement...or heart transplant? Not the ending I ever imagined for Sharon Raydor.
@MaryMcDonnell10",1
03:07:04,Yo! Oh my god! My heart was about to stop when I saw that flatline 😩😩😩 #MajorCrimes #MaryMcDonnellisMagic… https://t.co/sYsZG7fYNe,0
03:07:05,"RT @MarkDeklin: What fun I had playing with this talented gang of thugs...

@MajorCrimesTNT #MajorCrimes https://t.co/WOAQcvT2pZ",1
03:07:05,"Can't join twitter and facebook live because it's morning in Malaysia, and I'm still working. Until then, happy wat… https://t.co/cICyHcFAIQ",1
03:07:18,"Cami, Cami, Cami. #majorcrimes",1
03:07:18,😱OMG 😱 Sharon cardiologist 📱 her to stopped whatever she's doing and 🚑 on the way. #MajorCrimes,1
03:07:22,"RT @sarking: ""Oh, I don't think serious is the right word."" lolsob. #majorcrimes",1
03:07:43,Sharon got admitted 😱🚨 #MajorCrimes,0
03:08:03,"RT @MajorCrimesTNT: To honor the 100th episode tonight, the cast of #MajorCrimes celebrated 100 of your amazing comments! Thank you to all…",1
03:08:04,Dr. London dead 😱 #MajorCrimes,0
03:08:08,I'm so glad I'm already eating chocolate while watching @MajorCrimesTNT #MajorCrimes,1
03:08:14,I’ll take retirement for $600 Alex! #MajorCrimes,1
03:08:18,"RT @MajorCrimesTNT: To honor the 100th episode tonight, the cast of #MajorCrimes celebrated 100 of your amazing comments! Thank you to all…",1
03:08:30,#MajorCrimes @GWBailey2 Provenza these 2 episodes tonight. ❤️💔👏👏👏,0
03:08:33,Sharon hiding her condition to Mason.  #MajorCrimes,0
03:08:37,"""This is her decision."" #majorcrimes",0
03:09:01,“This is her decision.”  Her terms. Always her terms. Her rules. #DarthForever ❤️💔 #MajorCrimes,1
03:09:04,I'll bet it's wife or the son of the alleged rapist who killed him &amp; Bonnie Pearl! It's either for revenge (the son… https://t.co/eZnFkQeu7w,0
03:09:11,.@RealTonyDenison's face. Now MY heart hurts. #MajorCrimes,0
03:09:12,Oh Andy! 😭💔#LtAndyFlynn @RealTonyDenison #MajorCrimes #savemajorcrimes,1
03:09:19,Provenza and Andy not happy about him going back to work. #MajorCrimes,0
03:09:27,"💜 😱😱😱 #Shandy #MajorCrimes

We’re now thanking God for the double-header tonight!! Don’t think we could’ve survived… https://t.co/cASis6T0vm",1
03:09:27,Awwwww Andy! 😭 #MajorCrimes,1
03:09:32,RT @coulocl13: Oh Andy! 😭💔#LtAndyFlynn @RealTonyDenison #MajorCrimes #savemajorcrimes,1
03:09:36,I think they were on the down-low. @MajorCrimesTNT  #MajorCrimes,1
03:09:38,"RT @AShippersLife: 💜 😱😱😱 #Shandy #MajorCrimes

We’re now thanking God for the double-header tonight!! Don’t think we could’ve survived the…",1
03:09:41,RT @SassyDNichelle: I’ll take retirement for $600 Alex! #MajorCrimes,1
03:09:44,Who's the killer? #MajorCrimes,1
03:09:49,@MajorCrimesTNT #MajorCrimes @MajorCrimesTV Yep..if this was a Dateline episode...it either the wife..or the son,1
03:09:50,"RT @AShippersLife: 💜 YES!! Andy said “dirt bag”!! Thank you for the comfort! (is it weird we find that comforting??)

#MajorCrimes #Shandy…",1
03:09:50,"""We are trying to make it all as normal aa possible"" Nothing, absolutely nothing is normal about any of this #MajorCrimes",0
03:10:00,RT @MajorCrimesHQ: Conspiracy Theory: Part 4 starts NOW! #MajorCrimes,0
03:10:01,Awww poor Andy. I can’t take a sad Andy. #MajorCrimes 😢😢😢,0
03:10:13,RT @Jenlynn219: SUSPENDERS!!!!  #MajorCrimes #FlynnGirls,1
03:10:14,"#MajorCrimes No longer care about this case, all I care about is Sharon... and poor Andy who summed it up by saying he feels helpless",0
03:10:18,RT @DanieldiTomass0: #WesNolan #CamillaPaige #Wami #Polan #MajorCrimes @danielditomasso @jessicameraz #SaveMajorCrimes https://t.co/52mgYcs…,0
03:10:20,"Nothing about this is, or will ever be, normal. EVER. ❤️💔 #MajorCrimes #DarthForever",1
03:10:29,RT @MajorCrimesHQ: Awwwww Andy! 😭 #MajorCrimes,1
03:10:30,"RT @RadkaRuseva: Nope. We're not changing the channel. Yeah I know that episode of #MajorCrimes by heart. So what?
@WarnerBrosEnt @CBSTweet…",1
03:10:31,"#MajorCrimes Yes Andy, we're feeling sorta helpless right now. Don't think it has to do with your suspect tho. @RealTonyDenison",0
03:10:34,Well all hope has gone and Andy is killing me. Real tears here #MajorCrimes,0
03:10:38,RT @immapnkwarrior: Is anyone else just waiting for Sharon to say Sharon Flynn  or us it just me. #MajorCrimes @MajorCrimesHQ,1
03:10:41,@ChrisLMcKenna  OOH!  Love Curtis  when he gets fierce!!   Definitely missed him last episode #MajorCrimes,0
03:10:43,RT @Jenlynn219: “This is her decision.”  Her terms. Always her terms. Her rules. #DarthForever ❤️💔 #MajorCrimes,1
03:10:48,RT @martulihan: #savemajorcrimes #saverustybeck! @WBHomeEnt @CBS @amazon @EpixHD https://t.co/vgkq9kxXGQ,0
03:10:51,RT @OlidaArnoe: #MajorCrimes Congratulations to you all on the 100th episode! @RealTonyDenison @MaryMcDonnell10 @KatheMazur @RealRaymondCru…,0
03:10:57,RT @ReneeNWhitfield: #MajorCrimes Sharon blowing off her doc after a pacemaker was put in. Wow...,0
03:11:02,"We are feeling helpless with you, Andy. 😭 @RealTonyDenison #MajorCrimes",0
03:11:06,RT @ilonarcari: Julio scaring the guy while jiggling the handcuffs is the funniest! #MajorCrimes,1
03:11:07,"Just got a limited #MajorCrimes sticker, get yours now at https://t.co/Su5KFaf03V! #telfie  (via @telfieapp)
https://t.co/0a32gHHisp",0
03:11:09,RT @coulocl13: Oh Andy! 😭💔#LtAndyFlynn @RealTonyDenison #MajorCrimes #savemajorcrimes,1
03:11:13,who have we not considered as suspects 🤔? #MajorCrimes,0
03:11:15,"RT @MajorCrimesHQ: We are feeling helpless with you, Andy. 😭 @RealTonyDenison #MajorCrimes",0
03:11:15,#savemajorcrimes @CBS @CBSTweet @CBSTVStudios @warnerbrostv @EpixHD https://t.co/4JnW7AeXuq,0
03:11:18,"RT @AShippersLife: 💜 😱😱😱 #Shandy #MajorCrimes

We’re now thanking God for the double-header tonight!! Don’t think we could’ve survived the…",1
03:11:19,On a lighter note if this had continued into season seven Mike WOULD have murdered Cami for constantly getting in his way #MajorCrimes,0
03:11:27,RT @SunnyShari: Agreed! Beautiful scenes. I can't control all these emotions. #savemajorcrimes @CBS @CBSTweet @CBSTVStudios @warnerbrostv @…,0
03:11:30,"Yes, Andy, I think we're all feeling pretty helpless right now.
#MajorCrimes 
@RealTonyDenison",0
03:11:33,"RT @nancyedison: Can't join twitter and facebook live because it's morning in Malaysia, and I'm still working. Until then, happy watching t…",1
03:11:39,"RT @SunnyShari: #savemajorcrimes @CBS @CBSTweet @CBSTVStudios @warnerbrostv @EpixHD Come on Andy, make her behave! https://t.co/aeCvOK2QAj",0
03:11:48,"I was doing ok until Andy's ""do you think I wanna be here"" 😭😭😭😭#majorcrimes",0
03:11:48,Poor Andy 💔 #MajorCrimes,1
03:11:49,Mike puts his TV on at home and Cami immediately stands in front of it #MajorCrimes,1
03:11:54,We will not stop. Family fights for family! #savemajorcrimes @CBS @CBSTweet @CBSTVStudios @warnerbrostv @EpixHD https://t.co/ScIvGKfzm8,0
03:11:54,🤔 Dr. Landon the rapist but someone killed him like Bonnie and Vanessa. Is Dr. Landon wife or son the killer?  #MajorCrimes,0
03:12:01,"RT @therainbowheron: #MajorCrimes ""being professional is a relative term"" Yes, very ""relative"" #married indeed! @danielditomasso",1
03:12:03,I am one Sharon heart emergency away from a full blown panic attack 😫 #MajorCrimes,0
03:12:04,RT @Jenlynn219: “This is her decision.”  Her terms. Always her terms. Her rules. #DarthForever ❤️💔 #MajorCrimes,1
03:12:16,RT @danielditomasso: 100th episode tonight!  A huge congrats to the #MajorCrimes family and an immense thank you to the fans.  Back to back…,1
03:12:19,FYI! We will go silent at the last half hour. 😀 #MajorCrimes https://t.co/6e7ITc72CD,0
03:12:24,"RT @AShippersLife: 💜 😱😱😱 #Shandy #MajorCrimes

We’re now thanking God for the double-header tonight!! Don’t think we could’ve survived the…",1
03:12:24,"RT @MajorCrimesHQ: We are feeling helpless with you, Andy. 😭 @RealTonyDenison #MajorCrimes",0
03:12:26,Mike gets in the shower and Cami immediately stands under the nozzle #MajorCrimes,1
03:12:34,#MajorCrimes Thank God we did not have to wait a week to see how sharon is. #MixedFeelings #godisgood https://t.co/ZJlJS6mXwK,0
03:12:48,RT @SunnyShari: Come on MC family.....let's make our presence known! #savemajorcrimes @CBS @CBSTweet @CBSTVStudios @warnerbrostv @EpixHD ht…,1
03:12:49,RT @SunnyShari: #savemajorcrimes @CBS @CBSTweet @CBSTVStudios @warnerbrostv @EpixHD https://t.co/4JnW7AeXuq,0
